Proteins	Accession	MW	EMT.RB3.01	EMT.RB3.02	EMT.RB3.03	EMT.RB4.01	EMT.RB4.02	EMT.RB4.03	Ctrl.RB3.01	Ctrl.RB3.02	Ctrl.RB3.03	Ctrl.RB4.01	Ctrl.RB4.02	Ctrl.RB4.03
Inhibin beta B chain OS=Homo sapiens GN=INHBB PE=1 SV=2	INHBB_HUMAN	45 kDa	0	0	0	0	0	0	8	11	2	7	7	3
UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=5	UGPA_HUMAN	57 kDa	1	4	1	5	2	2	2	5	1	5	2	1
Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2	F10A1_HUMAN	41 kDa	4	3	3	3	1	1	4	4	4	3	1	2
Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2	MFGM_HUMAN	43 kDa	4	4	3	4	4	4	1	1	1	3	3	2
Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2	IF2B_HUMAN	38 kDa	3	2	3	3	2	2	3	2	2	1	1	2
Cysteine-rich protein 2 OS=Homo sapiens GN=CRIP2 PE=1 SV=1	CRIP2_HUMAN	22 kDa	3	4	3	3	2	4	2	3	5	2	2	2
Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1	MCTS1_HUMAN	21 kDa	4	3	4	3	1	2	3	4	2	3	2	3
Beta-hexosaminidase subunit alpha OS=Pongo abelii GN=HEXA PE=3 SV=1	HEXA_PONAB	61 kDa	8	8	5	8	6	9	6	13	8	10	15	9
Laminin subunit beta-2 OS=Homo sapiens GN=LAMB2 PE=1 SV=2	LAMB2_HUMAN	196 kDa	0	0	1	1	1	1	1	1	1	2	4	2
Ubiquitin-fold modifier 1 OS=Homo sapiens GN=UFM1 PE=1 SV=1	UFM1_HUMAN	9 kDa	2	3	3	3	3	3	3	2	4	3	3	3
Tissue factor pathway inhibitor 2 OS=Homo sapiens GN=TFPI2 PE=1 SV=1	TFPI2_HUMAN	27 kDa	1	5	2	2	1	1	3	3	2	6	3	5
Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	ZN207_HUMAN	51 kDa	2	3	2	2	1	2	2	3	2	2	2	3
Metalloproteinase inhibitor 4 OS=Homo sapiens GN=TIMP4 PE=1 SV=1	TIMP4_HUMAN	26 kDa	3	3	2	2	4	3	1	2	1	2	3	2
Phosphoglycolate phosphatase OS=Homo sapiens GN=PGP PE=1 SV=1	PGP_HUMAN	34 kDa	1	1	2	0	1	2	1	1	1	7	1	4
Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4	DREB_HUMAN	71 kDa	0	4	3	0	2	3	3	2	2	1	2	1
Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=2	ANM1_HUMAN	42 kDa	6	4	4	2	3	3	4	4	1	5	0	0
Pro-cathepsin H OS=Homo sapiens GN=CTSH PE=1 SV=4	CATH_HUMAN	37 kDa	1	2	0	0	2	2	2	2	4	4	2	2
Treacle protein OS=Homo sapiens GN=TCOF1 PE=1 SV=3	TCOF_HUMAN	152 kDa	4	1	2	1	2	0	0	0	0	0	0	0
Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens GN=ERAP1 PE=1 SV=3	ERAP1_HUMAN	107 kDa	0	0	1	0	0	0	3	4	4	5	4	5
SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2	SH3K1_HUMAN	73 kDa	6	5	5	5	6	3	0	0	0	0	0	0
Complement decay-accelerating factor OS=Homo sapiens GN=CD55 PE=1 SV=4	DAF_HUMAN	41 kDa	0	0	0	0	0	0	4	4	2	10	4	5
Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3	PURA2_HUMAN	50 kDa	2	1	3	4	3	1	3	4	5	4	3	2
Small acidic protein OS=Homo sapiens GN=SMAP PE=1 SV=1	SMAP_HUMAN	20 kDa	2	2	3	1	1	2	4	4	4	4	4	3
Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1	PRDX4_HUMAN	31 kDa	8	6	7	6	7	6	7	8	7	8	8	6
Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	PUR6_HUMAN	47 kDa	2	3	4	2	4	4	4	3	0	0	1	0
Frizzled-8 OS=Homo sapiens GN=FZD8 PE=1 SV=1	FZD8_HUMAN	73 kDa	0	0	0	0	0	0	2	1	1	1	1	1
40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2	RS3_HUMAN	27 kDa	0	2	2	0	0	1	8	8	9	0	0	1
Complement factor D OS=Homo sapiens GN=CFD PE=1 SV=5	CFAD_HUMAN	27 kDa	0	0	0	0	0	0	3	5	6	4	3	4
Eukaryotic translation initiation factor 1 OS=Homo sapiens GN=EIF1 PE=1 SV=1	EIF1_HUMAN	13 kDa	4	3	3	5	2	1	2	4	2	2	2	2
Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4	SRSF2_HUMAN	25 kDa	3	2	2	1	1	1	4	7	4	3	2	2
Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1	EDF1_HUMAN	16 kDa	2	3	2	3	1	2	3	4	3	4	4	1
Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3	ACOC_HUMAN	98 kDa	2	1	0	1	1	1	2	3	3	2	1	2
Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=5	NOMO1_HUMAN	134 kDa	2	1	1	1	0	2	2	3	2	4	3	2
Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1	FA49B_HUMAN	37 kDa	4	4	0	3	1	1	5	1	3	1	3	1
PRKC apoptosis WT1 regulator protein OS=Homo sapiens GN=PAWR PE=1 SV=1	PAWR_HUMAN	37 kDa	4	3	0	2	2	0	3	1	1	2	4	2
Complement C3 OS=Bos taurus GN=C3 PE=1 SV=2	CO3_BOVIN	187 kDa	5	5	4	6	3	3	1	0	1	3	2	1
T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	TCPB_HUMAN	57 kDa	2	1	1	1	1	1	2	5	3	1	0	0
Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	A2MG_HUMAN	163 kDa	1	3	0	5	2	5	0	3	0	9	7	6
Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	SEPT9_HUMAN	65 kDa	2	0	2	0	0	1	3	4	1	2	2	4
Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1	GALM_HUMAN	38 kDa	0	0	0	2	1	0	5	5	4	7	3	5
PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1	PHF5A_HUMAN	12 kDa	2	1	1	3	2	1	3	3	3	4	2	3
60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1	RLA0L_HUMAN (+1)	34 kDa	2	1	1	1	1	1	8	8	4	2	1	1
Secernin-1 OS=Homo sapiens GN=SCRN1 PE=1 SV=2	SCRN1_HUMAN	46 kDa	1	2	1	0	3	2	4	4	2	1	1	1
Carboxypeptidase A4 OS=Homo sapiens GN=CPA4 PE=1 SV=2	CBPA4_HUMAN	47 kDa	0	0	0	0	0	0	4	4	5	4	6	3
Reticulon-4 receptor-like 2 OS=Homo sapiens GN=RTN4RL2 PE=1 SV=1	R4RL2_HUMAN	46 kDa	0	0	0	0	0	0	5	4	5	6	4	5
Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	RAB1A_HUMAN	23 kDa	4	2	2	3	2	3	2	4	4	2	2	2
T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	TCPZ_HUMAN	58 kDa	1	3	3	2	2	1	2	6	3	2	1	1
Neuroblastoma suppressor of tumorigenicity 1 OS=Homo sapiens GN=NBL1 PE=1 SV=1	NBL1_HUMAN	19 kDa	1	1	1	2	1	1	2	1	1	2	1	2
Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1	PP2BA_HUMAN	59 kDa	3	3	2	3	3	2	2	2	2	2	2	2
Clathrin light chain B OS=Homo sapiens GN=CLTB PE=1 SV=1	CLCB_HUMAN	25 kDa	2	2	2	2	2	2	0	1	4	1	1	3
TAR DNA-binding protein 43 OS=Homo sapiens GN=TARDBP PE=1 SV=1	TADBP_HUMAN	45 kDa	0	1	1	1	2	0	2	1	3	3	2	4
Neutrophil gelatinase-associated lipocalin OS=Homo sapiens GN=LCN2 PE=1 SV=2	NGAL_HUMAN	23 kDa	0	0	0	0	0	0	5	6	4	5	3	3
Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1	CDC37_HUMAN	44 kDa	2	4	1	2	3	3	2	4	2	2	2	1
LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	LANC1_HUMAN	45 kDa	1	2	2	2	2	2	4	1	3	4	1	3
Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2	ITB1_HUMAN	88 kDa	5	2	2	4	4	4	0	1	1	1	1	2
ERO1-like protein alpha OS=Homo sapiens GN=ERO1L PE=1 SV=2	ERO1A_HUMAN	54 kDa	2	3	1	3	0	2	2	3	3	2	4	4
U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2	RU17_HUMAN	52 kDa	3	2	4	1	1	1	3	5	5	2	1	0
Transcription elongation factor B polypeptide 1 OS=Homo sapiens GN=TCEB1 PE=1 SV=1	ELOC_HUMAN	12 kDa	1	3	1	0	0	1	4	5	2	3	2	3
Integral membrane protein 2B OS=Homo sapiens GN=ITM2B PE=1 SV=1	ITM2B_HUMAN	30 kDa	2	2	3	1	2	3	2	3	0	0	1	0
SAP domain-containing ribonucleoprotein OS=Homo sapiens GN=SARNP PE=1 SV=3	SARNP_HUMAN	24 kDa	2	0	1	1	1	1	4	3	6	4	0	4
Follistatin OS=Homo sapiens GN=FST PE=1 SV=2	FST_HUMAN	38 kDa	0	0	0	0	0	0	3	3	1	1	7	6
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3	GFPT1_HUMAN	79 kDa	0	0	0	0	0	0	1	2	1	0	0	0
DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2	DNJC8_HUMAN	30 kDa	3	3	2	2	2	2	2	5	1	2	1	3
Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4	RRBP1_HUMAN	152 kDa	4	2	3	3	2	2	1	2	1	1	1	1
LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2	MESD_HUMAN	26 kDa	2	2	1	3	2	2	2	3	2	3	3	2
Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2	EIF3G_HUMAN	36 kDa	3	1	2	1	0	3	2	3	3	2	3	2
TIP41-like protein OS=Homo sapiens GN=TIPRL PE=1 SV=2	TIPRL_HUMAN	31 kDa	3	2	3	1	3	2	3	2	2	3	2	1
High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens GN=HMGN3 PE=1 SV=2	HMGN3_HUMAN	11 kDa	0	2	2	0	1	2	2	2	1	1	2	3
Lysosomal alpha-mannosidase OS=Homo sapiens GN=MAN2B1 PE=1 SV=3	MA2B1_HUMAN	114 kDa	2	1	2	3	2	1	2	1	0	5	3	1
Serine/arginine-rich splicing factor 1 OS=Xenopus tropicalis GN=srsf1 PE=2 SV=1	SRSF1_XENTR	29 kDa	2	2	3	2	0	1	0	1	2	0	0	1
Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1	PLOD3_HUMAN	85 kDa	1	1	0	2	0	0	3	3	3	8	2	4
Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1	EIF3I_HUMAN	37 kDa	2	2	3	3	1	2	1	3	3	1	2	2
Selenide, water dikinase 1 OS=Homo sapiens GN=SEPHS1 PE=1 SV=2	SPS1_HUMAN	43 kDa	1	4	2	4	2	1	2	3	2	2	3	1
Tax1-binding protein 3 OS=Homo sapiens GN=TAX1BP3 PE=1 SV=2	TX1B3_HUMAN (+1)	14 kDa	2	3	2	3	3	2	2	3	2	3	2	2
Tetraspanin-4 OS=Homo sapiens GN=TSPAN4 PE=1 SV=1	TSN4_HUMAN	26 kDa	1	1	1	1	1	1	4	4	3	5	4	4
Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1	PCBP2_HUMAN	39 kDa	6	6	5	5	5	4	8	7	7	5	0	0
Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=1 SV=2	CHRD1_HUMAN	37 kDa	2	1	2	2	1	1	4	4	3	2	1	1
Zinc transporter ZIP10 OS=Homo sapiens GN=SLC39A10 PE=1 SV=2	S39AA_HUMAN	94 kDa	4	2	2	4	4	3	1	2	1	3	1	1
Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1	AGM1_HUMAN	60 kDa	2	2	2	2	2	2	2	4	1	1	2	2
Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens GN=IDI1 PE=1 SV=2	IDI1_HUMAN	26 kDa	1	2	2	3	1	1	3	3	3	5	2	2
Putative sodium-coupled neutral amino acid transporter 10 OS=Homo sapiens GN=SLC38A10 PE=1 SV=2	S38AA_HUMAN	120 kDa	3	0	1	3	1	1	2	3	1	6	3	2
Interleukin-6 receptor subunit beta OS=Homo sapiens GN=IL6ST PE=1 SV=2	IL6RB_HUMAN	104 kDa	1	0	1	1	0	1	2	2	4	4	2	3
C-X-C motif chemokine 16 OS=Homo sapiens GN=CXCL16 PE=2 SV=4	CXL16_HUMAN	28 kDa	0	0	0	0	0	0	6	6	3	4	2	4
Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2	SRSF1_HUMAN	28 kDa	3	5	5	3	2	2	9	9	9	2	4	5
Profilin-2 OS=Homo sapiens GN=PFN2 PE=1 SV=3	PROF2_HUMAN	15 kDa	3	3	4	2	3	2	2	2	2	2	1	1
Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2	DHE3_HUMAN	61 kDa	2	0	1	4	1	2	1	2	2	6	2	1
UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=2	UBXN1_HUMAN	33 kDa	1	2	2	1	1	1	2	3	1	2	0	1
Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	PIMT_HUMAN	25 kDa	1	2	4	2	1	2	3	1	2	3	0	3
NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1	NEDD8_HUMAN	9 kDa	0	2	0	0	1	1	2	1	0	0	1	1
Pseudouridine-5-monophosphatase OS=Homo sapiens GN=HDHD1 PE=1 SV=3	HDHD1_HUMAN	25 kDa	2	1	0	1	0	0	2	3	1	5	1	0
Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	CALX_HUMAN	68 kDa	0	1	0	0	0	0	2	2	2	6	1	4
ADM OS=Homo sapiens GN=ADM PE=1 SV=1	ADML_HUMAN	20 kDa	0	0	0	0	0	0	3	2	4	5	4	4
Niban-like protein 1 OS=Homo sapiens GN=FAM129B PE=1 SV=3	NIBL1_HUMAN	84 kDa	3	2	4	2	1	3	2	2	2	1	1	1
26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2	PRS6B_HUMAN	47 kDa	3	3	0	1	1	3	2	2	2	2	1	1
Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1	PFD2_HUMAN	17 kDa	3	3	4	3	2	2	2	4	2	1	0	0
Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1	GRB2_HUMAN	25 kDa	1	1	0	2	3	1	0	1	2	2	3	1
26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1	PSDE_HUMAN	35 kDa	1	2	2	1	1	1	4	4	1	1	0	0
Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2	ACINU_HUMAN	152 kDa	2	2	2	2	2	1	2	4	2	1	2	1
Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4	NONO_HUMAN	54 kDa	2	4	4	1	2	0	3	4	4	1	1	2
Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=4	PSME2_HUMAN	27 kDa	3	2	0	1	0	1	3	4	1	3	2	2
Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3	SEC13_HUMAN	36 kDa	2	2	1	2	2	3	4	1	5	0	2	0
CD99 antigen OS=Homo sapiens GN=CD99 PE=1 SV=1	CD99_HUMAN	19 kDa	1	0	1	2	0	0	1	2	1	4	4	3
Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3	LMNB2_HUMAN	68 kDa	3	7	9	3	7	5	4	0	3	0	3	0
Glucose 1,6-bisphosphate synthase OS=Homo sapiens GN=PGM2L1 PE=1 SV=3	PGM2L_HUMAN	70 kDa	6	4	3	3	0	3	2	0	1	0	0	1
Interleukin-18 OS=Homo sapiens GN=IL18 PE=1 SV=1	IL18_HUMAN	22 kDa	0	0	0	0	0	0	3	4	3	2	3	2
Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1	AHSA1_HUMAN	38 kDa	1	2	3	2	1	1	2	3	1	1	2	1
Tropomodulin-3 OS=Homo sapiens GN=TMOD3 PE=1 SV=1	TMOD3_HUMAN	40 kDa	3	2	1	2	1	1	4	4	2	2	1	1
Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1	COF2_HUMAN	19 kDa	22	24	21	22	21	18	20	18	21	16	16	14
Platelet-derived growth factor subunit A OS=Homo sapiens GN=PDGFA PE=1 SV=1	PDGFA_HUMAN	24 kDa	2	1	1	2	1	2	1	2	1	4	3	4
Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9 PE=1 SV=2	SRP09_HUMAN (+1)	10 kDa	2	1	4	2	1	3	2	3	2	3	0	2
Lipoma-preferred partner OS=Homo sapiens GN=LPP PE=1 SV=1	LPP_HUMAN	66 kDa	1	2	2	1	1	1	2	2	3	0	1	2
Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2	DDX6_HUMAN	54 kDa	3	3	2	1	1	1	2	2	1	1	1	0
PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	PDLI5_HUMAN	64 kDa	5	2	2	1	0	1	2	3	1	1	1	1
Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	BUB3_HUMAN	37 kDa	3	3	2	2	1	2	3	4	2	0	1	1
Carbonyl reductase [NADPH] 3 OS=Homo sapiens GN=CBR3 PE=1 SV=3	CBR3_HUMAN	31 kDa	5	4	4	6	4	5	4	5	4	6	5	8
Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2	DCD_HUMAN	11 kDa	0	2	2	3	2	4	0	1	2	2	4	2
Putative deoxyribonuclease TATDN1 OS=Homo sapiens GN=TATDN1 PE=1 SV=2	TATD1_HUMAN	34 kDa	1	0	1	2	1	0	1	3	1	4	4	2
UPF0556 protein C19orf10 OS=Homo sapiens GN=C19orf10 PE=1 SV=1	CS010_HUMAN	19 kDa	0	0	0	2	1	1	1	2	1	7	2	4
Semaphorin-4B OS=Homo sapiens GN=SEMA4B PE=1 SV=3	SEM4B_HUMAN	92 kDa	0	2	1	1	2	2	0	1	1	1	0	0
Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4	SF01_HUMAN	68 kDa	2	2	3	0	0	1	5	4	2	2	0	0
N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens GN=NAA25 PE=1 SV=1	NAA25_HUMAN	112 kDa	1	1	2	3	0	0	4	3	0	2	1	0
Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2	SYRC_HUMAN	75 kDa	2	1	2	1	0	0	0	3	1	2	0	1
Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1	2ABA_HUMAN	52 kDa	0	0	1	0	0	0	2	2	1	0	0	0
ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens GN=NUDT9 PE=1 SV=1	NUDT9_HUMAN	39 kDa	0	0	0	2	0	1	2	2	0	4	2	2
Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens GN=TACC2 PE=1 SV=3	TACC2_HUMAN	309 kDa	0	0	0	0	0	0	2	2	1	1	2	1
Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2	COCA1_HUMAN	333 kDa	0	0	0	0	0	0	2	2	0	2	3	1
Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	PALLD_HUMAN	151 kDa	5	5	4	1	0	2	0	1	0	0	0	0
K0100_HUMAN-DECOY	K0100_HUMAN-DECOY	?	0	0	0	0	0	1	0	2	0	0	0	0
Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2	VPS35_HUMAN	92 kDa	1	1	2	1	1	2	2	2	3	3	3	2
Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3	GLCM_HUMAN	60 kDa	1	1	1	2	1	1	2	1	3	2	2	2
Astrocytic phosphoprotein PEA-15 OS=Homo sapiens GN=PEA15 PE=1 SV=2	PEA15_HUMAN	15 kDa	2	2	2	3	3	3	2	2	1	0	1	1
Insulin-like growth factor-binding protein 6 OS=Bos taurus GN=IGFBP6 PE=2 SV=2	IBP6_BOVIN	25 kDa	2	2	1	4	2	3	1	1	1	0	3	2
Hyaluronan-binding protein 2 OS=Bos taurus GN=HABP2 PE=2 SV=1	HABP2_BOVIN	62 kDa	2	1	1	2	0	1	2	2	0	2	3	1
F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3	CAZA2_HUMAN	33 kDa	4	3	2	3	0	1	1	2	2	1	0	1
Zinc finger protein 428 OS=Homo sapiens GN=ZNF428 PE=1 SV=2	ZN428_HUMAN	20 kDa	3	3	0	0	1	3	3	2	2	2	1	0
Vascular endothelial growth factor A OS=Bos taurus GN=VEGFA PE=1 SV=1	VEGFA_BOVIN (+3)	22 kDa	2	2	2	3	3	2	1	1	0	3	1	1
Insulin-like growth factor-binding protein 5 OS=Homo sapiens GN=IGFBP5 PE=1 SV=1	IBP5_HUMAN	31 kDa	1	3	1	2	2	2	0	1	0	0	2	1
Arylsulfatase A OS=Homo sapiens GN=ARSA PE=1 SV=3	ARSA_HUMAN	54 kDa	1	0	0	1	1	1	0	0	0	10	3	2
1,4-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3	GLGB_HUMAN	80 kDa	0	0	0	1	0	0	3	2	3	3	1	2
Insulin growth factor-like family member 3 OS=Homo sapiens GN=IGFL3 PE=1 SV=1	IGFL3_HUMAN	14 kDa	3	4	1	6	5	2	0	0	0	0	0	0
Carboxypeptidase D OS=Homo sapiens GN=CPD PE=1 SV=2	CBPD_HUMAN	153 kDa	0	0	0	0	0	0	2	4	2	2	2	2
Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1	PPIL3_HUMAN	18 kDa	1	1	3	2	1	2	2	1	3	3	2	1
Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	IF2P_HUMAN	139 kDa	1	2	2	1	2	1	2	1	2	1	1	1
Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2 PE=1 SV=2	SUMF2_HUMAN	34 kDa	1	2	1	2	1	1	1	2	1	3	2	3
UPF0587 protein C1orf123 OS=Homo sapiens GN=C1orf123 PE=1 SV=1	CA123_HUMAN	18 kDa	2	1	2	2	3	2	2	2	1	1	1	2
Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	PPIH_HUMAN	19 kDa	1	2	2	2	1	1	1	1	1	2	2	2
Poliovirus receptor-related protein 2 OS=Homo sapiens GN=PVRL2 PE=1 SV=1	PVRL2_HUMAN	58 kDa	0	1	1	2	1	2	3	2	2	4	2	3
7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens GN=NUDT1 PE=1 SV=3	8ODP_HUMAN	23 kDa	1	1	1	3	1	1	0	2	1	4	1	2
Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1	COPD_HUMAN	57 kDa	1	3	1	0	2	2	1	2	2	0	3	1
Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1	PQBP1_HUMAN (+2)	30 kDa	3	2	1	4	0	1	1	1	1	0	1	0
Protein AHNAK2 OS=Homo sapiens GN=AHNAK2 PE=1 SV=2	AHNK2_HUMAN	617 kDa	0	0	0	0	0	0	0	2	0	0	0	0
Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	TBA1C_HUMAN	50 kDa	23	25	22	26	23	26	42	43	33	29	22	20
Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2	DCUP_HUMAN	41 kDa	1	2	1	1	1	2	1	1	1	2	2	1
Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1	CETN2_HUMAN	20 kDa	1	2	3	2	2	3	1	1	4	1	1	1
Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1	ATOX1_HUMAN	7 kDa	3	2	2	3	2	2	0	2	2	2	0	1
Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens GN=PAFAH1B2 PE=1 SV=1	PA1B2_HUMAN	26 kDa	1	1	1	1	0	0	2	2	1	2	0	0
Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3	NOTC2_HUMAN	265 kDa	1	0	0	1	1	1	0	1	0	0	2	1
Vascular endothelial growth factor A OS=Homo sapiens GN=VEGFA PE=1 SV=2	VEGFA_HUMAN	27 kDa	1	0	0	1	3	2	0	0	1	1	0	0
Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3	ASPH_HUMAN	86 kDa	0	0	0	0	0	0	3	3	3	2	3	2
SEC14-like protein 2 OS=Homo sapiens GN=SEC14L2 PE=1 SV=1	S14L2_HUMAN	46 kDa	4	4	3	3	0	4	0	0	0	0	0	0
Olfactomedin-like protein 2A OS=Homo sapiens GN=OLFML2A PE=2 SV=1	OLM2A_HUMAN	73 kDa	0	0	0	0	0	0	2	1	1	2	0	1
6-phosphofructokinase type C OS=Homo sapiens GN=PFKP PE=1 SV=2	K6PP_HUMAN	86 kDa	2	0	0	0	1	0	0	2	0	1	1	0
Partner of Y14 and mago OS=Homo sapiens GN=WIBG PE=1 SV=1	WIBG_HUMAN	23 kDa	0	2	1	2	1	1	2	3	1	3	2	2
